time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010453100000	2.29512	16.7364	4.9051	4.03932	0.419562	lidar	0	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.13207	16.5391	4.90902	4.05549	0.41245	radar	0	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.97941	16.316	4.92439	4.08117	0.415886	lidar	0	1.88972	16.1054	1.91027	16.2539	-3.21219	-3.94216
1477010453250000	1.82462	16.1331	4.91722	4.09231	0.405192	radar	0	1.74363	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.63271	15.9639	4.92667	4.09334	0.38885	lidar	0	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.50652	15.7416	4.93477	4.12418	0.401264	radar	0	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.3419	15.5307	4.9513	4.13785	0.395214	lidar	0	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.19548	15.3345	4.94944	4.15032	0.388153	radar	0	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	1.00585	15.126	4.97587	4.15416	0.37405	lidar	0	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.865021	14.9355	4.96409	4.16226	0.36243	radar	0	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.738121	14.7206	4.96492	4.18105	0.36295	lidar	0	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.628784	14.4873	4.97255	4.20904	0.37325	radar	0	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.463195	14.2724	4.99072	4.21429	0.361349	lidar	0	0.253435	14.2028	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.353894	14.0337	5.00589	4.24295	0.37444	radar	0	-0.0328025	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.29173	13.785	4.99982	4.27934	0.389365	lidar	0	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.194803	13.5488	5.00812	4.30506	0.39738	radar	0	0.0524417	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	0.0403804	13.3267	5.0253	4.30739	0.381975	lidar	0	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.0696786	13.1035	5.02246	4.31978	0.375006	radar	0	-0.275042	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.122327	12.8689	5.00856	4.35064	0.385768	lidar	0	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.233039	12.6394	5.00849	4.35925	0.374103	radar	0	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.34949	12.4055	5.01842	4.36828	0.365518	lidar	0	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.464476	12.1901	5.01229	4.37189	0.351559	radar	0	-0.972122	12.5207	-0.669817	12.1404	-2.27111	-4.63198
1477010454200000	-0.557023	11.964	5.00918	4.3847	0.347687	lidar	0	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.668948	11.7351	5.0109	4.38916	0.335095	radar	0	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.83494	11.501	5.03512	4.37852	0.310933	lidar	0	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.93064	11.2683	5.02812	4.38424	0.298604	radar	0	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.09283	11.0435	5.04344	4.37211	0.27518	lidar	0	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.17458	10.8037	5.04703	4.38802	0.278504	radar	0	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.30109	10.5561	5.06551	4.38824	0.266322	lidar	0	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.38172	10.3044	5.07581	4.40404	0.269626	radar	0	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.49618	10.085	5.07165	4.40293	0.257522	lidar	0	-1.61875	10.2374	-1.61797	10.0165	-1.96222	-4.79615
1477010454650000	-1.58298	9.85195	5.06604	4.40952	0.250656	radar	0	-1.59701	9.96554	-1.71539	9.77637	-1.93497	-4.80939
1477010454700000	-1.67571	9.6226	5.06268	4.41491	0.244769	lidar	0	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.77446	9.38064	5.07112	4.42036	0.240043	radar	0	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.85641	9.10161	5.09721	4.43285	0.239707	lidar	0	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.94283	8.8715	5.0876	4.43499	0.229008	radar	0	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.04286	8.62131	5.09895	4.43712	0.22087	lidar	0	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.15536	8.37713	5.10747	4.43307	0.206903	radar	0	-2.65863	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.22376	8.13355	5.10588	4.44343	0.206956	lidar	0	-2.21875	8.15339	-2.3645	8.0802	-1.78727	-4.87778
1477010455050000	-2.29904	7.90887	5.09114	4.44707	0.199805	radar	0	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.40842	7.66104	5.10296	4.44363	0.18825	lidar	0	-2.59674	7.60288	-2.54177	7.59183	-1.75931	-4.89006
1477010455150000	-2.55411	7.42992	5.10436	4.42075	0.155083	radar	0	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.65678	7.17583	5.1179	4.41998	0.147652	lidar	0	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.73279	6.93851	5.11341	4.42569	0.14633	radar	0	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.79662	6.71013	5.10022	4.43384	0.14726	lidar	0	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.87546	6.47469	5.08946	4.43048	0.131959	radar	0	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.93793	6.22943	5.08811	4.43943	0.133927	lidar	0	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.05272	5.98935	5.09481	4.42974	0.118684	radar	0	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.12882	5.72358	5.11039	4.43566	0.118469	lidar	0	-3.17781	5.53101	-3.23274	5.63044	-1.71295	-4.9097
1477010455550000	-3.23741	5.47814	5.11449	4.42245	0.0957594	radar	0	-3.19736	5.19093	-3.31843	5.38497	-1.71458	-4.90893
1477010455600000	-3.32699	5.22181	5.12634	4.42302	0.0921548	lidar	0	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.40598	4.97554	5.12787	4.42502	0.0893015	radar	0	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.50729	4.71194	5.14734	4.42227	0.0832429	lidar	0	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.61786	4.46248	5.15459	4.40764	0.0601051	radar	0	-3.50501	4.17643	-3.66325	4.40398	-1.73762	-4.89868
1477010455800000	-3.73608	4.2049	5.1734	4.39957	0.0510316	lidar	0	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.83066	3.96232	5.17484	4.39701	0.0465212	radar	0	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.90719	3.71933	5.17184	4.40005	0.047091	lidar	0	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.02056	3.4967	5.16242	4.38345	0.0246585	radar	0	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.10934	3.25021	5.16551	4.38333	0.0235995	lidar	0	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.22686	3.00061	5.17714	4.36861	0.00406458	radar	0	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.30995	2.73624	5.1906	4.37193	0.0067215	lidar	0	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.40465	2.4861	5.19663	4.36867	0.00198591	radar	0	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.50335	2.22999	5.2081	4.36696	0.000782605	lidar	0	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.61636	1.9893	5.21191	4.34925	-0.024312	radar	0	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.72302	1.72988	5.22754	4.34612	-0.0254169	lidar	0	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.84776	1.48245	5.23986	4.32948	-0.0453563	radar	0	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.9108	1.23469	5.23287	4.33682	-0.0379038	lidar	0	-4.66779	1.28643	-4.86067	1.25049	-1.99007	-4.7799
1477010456450000	-5.01418	1.00215	5.22754	4.32987	-0.0441368	radar	0	-4.98594	1.10894	-4.96094	1.01182	-2.02019	-4.76468
1477010456500000	-5.07978	0.757033	5.21978	4.33621	-0.037528	lidar	0	-4.85498	0.825662	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.16993	0.482889	5.24238	4.33527	-0.0408547	radar	0	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.24758	0.235795	5.23918	4.33854	-0.0366367	lidar	0	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.36116	-0.00070957	5.23847	4.33358	-0.0367444	radar	0	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.43694	-0.247086	5.23435	4.33758	-0.032076	lidar	0	-5.29972	-0.212982	-5.4869	-0.168772	-2.19181	-4.67335
1477010456750000	-5.55829	-0.459125	5.21966	4.32292	-0.0457425	radar	0	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.69617	-0.666468	5.20621	4.30589	-0.0585908	lidar	0	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.80622	-0.899708	5.20763	4.29353	-0.073628	radar	0	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.90225	-1.15215	5.21546	4.29473	-0.0691955	lidar	0	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-5.99121	-1.4077	5.22395	4.29698	-0.0654532	radar	0	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.12887	-1.62518	5.21802	4.28216	-0.0755704	lidar	0	-6.27264	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.26209	-1.8583	5.22872	4.26296	-0.0973531	radar	0	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.36889	-2.09949	5.23091	4.26097	-0.0947791	lidar	0	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.51717	-2.31489	5.22781	4.24326	-0.107164	radar	0	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.66464	-2.52992	5.2239	4.22745	-0.116435	lidar	0	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.81497	-2.74877	5.2264	4.20997	-0.128942	radar	0	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.91371	-2.9975	5.232	4.2143	-0.119274	lidar	0	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.04346	-3.2244	5.23122	4.20715	-0.120013	radar	0	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.17154	-3.43312	5.21776	4.19737	-0.123806	lidar	0	-7.12118	-3.26434	-7.23344	-3.31051	-2.83017	-4.25632
1477010457450000	-7.31524	-3.66919	5.22971	4.18855	-0.126317	radar	0	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.47366	-3.84398	5.20345	4.16576	-0.141733	lidar	0	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.61446	-4.05934	5.2025	4.15495	-0.146344	radar	0	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.77292	-4.27517	5.20631	4.14157	-0.151608	lidar	0	-7.88049	-4.29783	-7.82094	-4.14539	-3.04381	-4.08479
1477010457650000	-7.92149	-4.49385	5.20921	4.13197	-0.153512	radar	0	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.08698	-4.71366	5.21847	4.1191	-0.157855	lidar	0	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.23141	-4.9263	5.21037	4.11435	-0.152145	radar	0	-8.453	-4.95621	-8.29011	-4.74759	-3.2093	-3.93861
1477010457800000	-8.37355	-5.13869	5.20705	4.10767	-0.151412	lidar	0	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.5228	-5.33052	5.18832	4.09847	-0.150594	radar	0	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.71563	-5.52381	5.19243	4.0763	-0.163471	lidar	0	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.87405	-5.72778	5.18877	4.06755	-0.162951	radar	0	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.03965	-5.91503	5.1802	4.05321	-0.168642	lidar	0	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.18365	-6.09872	5.15603	4.04724	-0.164457	radar	0	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.36886	-6.23157	5.12421	4.01836	-0.183466	lidar	0	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54011	-6.42304	5.12119	4.00765	-0.183828	radar	0	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69673	-6.61386	5.1152	4.00031	-0.182337	lidar	0	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40294
1477010458250000	-9.9034	-6.7843	5.11967	3.97605	-0.19619	radar	0	-10.6688	-6.35543	-10.0359	-6.57431	-3.76968	-3.33404
1477010458300000	-10.1114	-6.94047	5.1156	3.95043	-0.210217	lidar	0	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2906	-7.11285	5.1103	3.9368	-0.213253	radar	0	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5203	-7.27274	5.11972	3.90904	-0.228036	lidar	0	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7175	-7.4296	5.11456	3.89019	-0.234826	radar	0	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9618	-7.57343	5.12384	3.85829	-0.252259	lidar	0	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1493	-7.72969	5.11245	3.84526	-0.252469	radar	0	-10.986	-7.3707	-11.2161	-7.50861	-4.09021	-2.88015
1477010458600000	-11.3194	-7.87495	5.09086	3.83428	-0.251711	lidar	0	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5136	-8.01894	5.07828	3.81855	-0.254474	radar	0	-11.4213	-7.46085	-11.6304	-7.78849	-4.19067	-2.71348
1477010458700000	-11.7093	-8.12672	5.05192	3.79447	-0.265287	lidar	0	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9066	-8.26151	5.03351	3.77867	-0.267248	radar	0	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1316	-8.35147	5.01654	3.74587	-0.284812	lidar	0	-12.09	-8.08828	-12.2702	-8.17609	-4.33308	-2.44932
1477010458850000	-12.3467	-8.48268	5.01975	3.72728	-0.288734	radar	0	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5637	-8.56132	4.99669	3.69624	-0.304066	lidar	0	-12.4231	-8.2599	-12.7082	-8.41193	-4.42155	-2.26399
1477010458950000	-12.7731	-8.66974	4.97785	3.67604	-0.309064	radar	0	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0465	-8.74195	4.98624	3.63447	-0.33138	lidar	0	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2826	-8.84791	4.99146	3.61209	-0.336153	radar	0	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.517	-8.89067	4.97003	3.57415	-0.355432	lidar	0	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7393	-8.95981	4.94667	3.54643	-0.366068	radar	0	-13.6376	-8.26343	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9762	-9.03993	4.94606	3.52219	-0.371218	lidar	0	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2143	-9.12863	4.95418	3.50289	-0.370804	radar	0	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4459	-9.20971	4.95226	3.48321	-0.371887	lidar	0	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6768	-9.2851	4.94584	3.4627	-0.374469	radar	0	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.954	-9.28102	4.94676	3.41328	-0.400742	lidar	0	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.2025	-9.35351	4.95476	3.39425	-0.399555	radar	0	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4616	-9.43286	4.97196	3.3779	-0.395399	lidar	0	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.7078	-9.47213	4.9653	3.3502	-0.404265	radar	0	-15.9381	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.963	-9.53035	4.97518	3.3315	-0.402344	lidar	0	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2143	-9.54981	4.97095	3.30106	-0.412636	radar	0	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4679	-9.53861	4.9663	3.26411	-0.426808	lidar	0	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6989	-9.54447	4.94905	3.23529	-0.435816	radar	0	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.4343
1477010459800000	-16.9716	-9.52469	4.9597	3.19812	-0.448102	lidar	0	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2187	-9.57235	4.96621	3.18888	-0.435551	radar	0	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4756	-9.57624	4.97156	3.16481	-0.437104	lidar	0	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7307	-9.57047	4.97323	3.13806	-0.442438	radar	0	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9842	-9.53295	4.97356	3.1045	-0.452027	lidar	0	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2311	-9.50187	4.969	3.07336	-0.461478	radar	0	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4531	-9.51936	4.95355	3.06344	-0.451618	lidar	0	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6921	-9.50002	4.94959	3.04324	-0.448827	radar	0	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9385	-9.48256	4.95008	3.02396	-0.446152	lidar	0	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.173	-9.44045	4.94365	2.99955	-0.447335	radar	0	-18.6983	-9.02886	-19.1305	-9.50446	-4.78851	0.774927
1477010460300000	-19.4122	-9.33369	4.94142	2.95453	-0.466391	lidar	0	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6496	-9.26168	4.93719	2.92075	-0.477907	radar	0	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8921	-9.14877	4.94194	2.87866	-0.492661	lidar	0	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1267	-9.05443	4.94161	2.84458	-0.500999	radar	0	-20.3815	-7.67549	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.3354	-9.12363	4.90991	2.86506	-0.465874	lidar	0	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5743	-9.0702	4.91109	2.84806	-0.459778	radar	0	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7942	-8.97887	4.90368	2.81872	-0.465615	lidar	0	-20.6596	-8.91527	-20.7695	-9.08408	-4.54896	1.62296
1477010460650000	-21.0331	-8.8954	4.90867	2.79385	-0.467507	radar	0	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.2386	-8.8188	4.89088	2.7719	-0.467739	lidar	0	-21.0195	-8.85082	-21.2198	-8.90987	-4.45191	1.85973
1477010460750000	-21.471	-8.72606	4.89422	2.74664	-0.470622	radar	0	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6771	-8.68238	4.87172	2.73801	-0.460128	lidar	0	-21.5029	-8.87191	-21.6597	-8.71217	-4.34223	2.0925
1477010460850000	-21.8799	-8.53571	4.86596	2.69121	-0.486717	radar	0	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0866	-8.45762	4.85202	2.67508	-0.481061	lidar	0	-21.9793	-8.57089	-22.088	-8.49143	-4.22007	2.32043
1477010460950000	-22.2968	-8.33795	4.85106	2.64943	-0.48121	radar	0	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.5181	-8.2498	4.84954	2.635	-0.473449	lidar	0	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.7169	-8.12024	4.84391	2.60461	-0.48175	radar	0	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.9254	-7.92755	4.86392	2.56145	-0.495777	lidar	0	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.1203	-7.77755	4.86279	2.52461	-0.512335	radar	0	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.3325	-7.62323	4.87605	2.49803	-0.512074	lidar	0	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.96699
1477010461250000	-23.5276	-7.47772	4.87654	2.47679	-0.505484	radar	0	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6991	-7.3284	4.86436	2.44966	-0.507971	lidar	0	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8859	-7.16791	4.86643	2.42437	-0.507082	radar	0	-24.0505	-6.56969	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0589	-7.05216	4.84421	2.40985	-0.500149	lidar	0	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.2266	-6.86973	4.84535	2.37554	-0.510208	radar	0	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3763	-6.64637	4.85408	2.33252	-0.523604	lidar	0	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5436	-6.46898	4.85521	2.30245	-0.530877	radar	0	-24.788	-7.18367	-24.5066	-6.53895	-3.14289	3.62873
1477010461600000	-24.6608	-6.30306	4.82506	2.27179	-0.53668	lidar	0	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.802	-6.10704	4.82327	2.23855	-0.543717	radar	0	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9722	-5.92183	4.83255	2.21757	-0.537968	lidar	0	-25.146	-5.91902	-24.955	-5.97587	-2.83296	3.87484
1477010461750000	-25.1018	-5.71481	4.83177	2.1846	-0.543399	radar	0	-24.8975	-5.02285	-25.094	-5.7802	-2.72538	3.95132
1477010461800000	-25.2365	-5.53606	4.82097	2.16149	-0.541077	lidar	0	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3838	-5.34593	4.82208	2.14382	-0.530135	radar	0	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.518	-5.13695	4.82741	2.11777	-0.529315	lidar	0	-25.5712	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6482	-4.94756	4.82029	2.10193	-0.516183	radar	0	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.763	-4.76204	4.80563	2.07957	-0.514673	lidar	0	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8819	-4.5539	4.80545	2.05808	-0.508761	radar	0	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9844	-4.32763	4.80944	2.02861	-0.51163	lidar	0	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0961	-4.11046	4.8143	1.99787	-0.522568	radar	0	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1773	-3.85583	4.828	1.96215	-0.52907	lidar	0	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.255	-3.62392	4.83013	1.92413	-0.545635	radar	0	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2859	-3.36526	4.83097	1.87932	-0.559444	lidar	0	-25.9974	-3.24722	-26.2453	-3.4138	-1.4322	4.59081
1477010462350000	-26.3369	-3.12447	4.83199	1.83972	-0.573856	radar	0	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
